N,Phosphorous,Potassium,Ph,Soil_Moisture,CEC,SEASON,Suitable_Label
108,23,51,6.106500787,6.5,42,Kharif     ,"rice,muskmelon,mango"
113,30,50,6.277484043,4,43,Kharif     ,"maize,grapes,blackgram"
83,10,53,6.195142279,6,44,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
101,11,51,6.792035575,5,42,Kharif     ,"pigeonpeas,apple,coffee"
114,21,55,6.472756256,5.5,33,Kharif     ,"banana,mothbeans,mungbean"
99,6,45,6.000975617,5.5,32,Kharif     ,"lentil,pomegranate,watermelon"
92,20,55,6.587791262,5.5,35,Kharif     ,"orange,papaye,coconut"
92,7,48,6.956508826,5.5,31,Kharif     ,"cotton,jute,coffee"
91,24,55,6.259086583,5.5,30,Kharif     ,"mothbeans,rice,muskmelon"
110,21,54,6.747537642,5.5,25,Kharif     ,"rice,muskmelon,mango"
112,25,51,6.932537231,5.5,27,Kharif     ,"maize,grapes,blackgram"
89,25,54,6.353107393,5.5,28,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
100,10,53,6.211748957,5.5,31,Rabi       ,"pigeonpeas,apple,coffee"
83,22,54,6.277245254,5.5,32,Rabi       ,"banana,mothbeans"
95,14,50,6.560443519,5,33,Rabi       ,"cotton,jute,coffee"
119,30,49,6.903020221,5.5,36,Rabi       ,"mothbeans,rice,muskmelon"
97,12,47,6.765094964,5.5,39,Rabi       ,"rice,muskmelon,mango"
110,7,45,6.189213927,6.5,7,Rabi       ,"maize,grapes,blackgram"
96,18,50,6.904241707,5,6,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
83,23,55,6.463271076,4,44,Rabi       ,"pigeonpeas,apple,coffee"
120,24,47,6.260838965,5.5,42,Rabi       ,"banana,mothbeans,mungbean"
115,17,55,6.776533055,5.5,43,Rabi       ,"lentil,pomegranate,watermelon"
114,27,48,6.528404378,6.5,44,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
101,25,52,6.750145572,4,42,Kharif     ,"pigeonpeas,apple,coffee"
118,18,52,6.562832807,6,33,Kharif     ,"banana,mothbeans,mungbean"
95,26,45,6.117530021,5,32,Kharif     ,"lentil,pomegranate,watermelon"
81,25,49,6.076459669,5.5,35,Kharif     ,"orange,papaye,coconut"
117,24,53,6.293486295,5.5,31,Kharif     ,"cotton,jute,coffee"
114,30,51,6.069171847,5.5,30,Kharif     ,"mothbeans,rice,muskmelon"
113,6,52,6.740983646,5.5,25,Kharif     ,"rice,muskmelon,mango"
108,26,52,6.201797639,5.5,27,Kharif     ,"maize,grapes"
81,30,48,6.041027474,5.5,28,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
115,9,52,6.019372459,5.5,31,Kharif     ,"pigeonpeas,apple,coffee"
83,7,45,6.704104127,5.5,32,Kharif     ,"banana,mothbeans,mungbean"
84,21,55,6.494251024,5.5,33,Kharif     ,"lentil,pomegranate,watermelon"
109,26,45,6.224535449,5.5,36,Kharif     ,"orange,papaye,coconut"
95,27,55,6.160414414,5,39,Kharif     ,"cotton,jute,coffee"
119,5,55,6.168757984,5.5,7,Rabi       ,"mothbeans,rice,muskmelon"
110,14,51,6.085444691,5.5,6,Rabi       ,"rice,muskmelon,mango"
82,18,48,6.159050816,6.5,44,Rabi       ,"maize,grapes,blackgram"
87,14,48,6.606033244,5,42,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
85,9,53,6.447662945,4,43,Rabi       ,"pigeonpeas,apple,coffee"
100,6,53,6.105909623,5.5,44,Rabi       ,"banana,mothbeans,mungbean"
107,12,46,6.559763394,5.5,42,Rabi       ,"rice,muskmelon,mango"
91,13,47,6.14410903,6.5,33,Rabi       ,"maize,grapes,blackgram"
102,25,50,6.099662369,4,32,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
117,25,53,6.413927319,6,35,Rabi       ,"pigeonpeas,apple,coffee"
85,21,52,6.075144116,5,31,Whole Year ,"banana,mothbeans,mungbean"
104,25,55,6.123802502,5.5,30,Whole Year ,"lentil,pomegranate,watermelon"
102,24,54,6.698468621,5.5,25,Kharif     ,"orange,papaye,coconut"
116,25,50,6.088885814,5.5,27,Kharif     ,"cotton,jute,coffee"
100,17,48,6.367800632,5.5,28,Kharif     ,"mothbeans,rice,muskmelon"
110,25,54,6.425930938,5.5,31,Kharif     ,"rice,muskmelon,mango"
104,25,51,6.469983276,5.5,32,Kharif     ,"maize,grapes,blackgram"
107,11,54,6.094016338,5.5,33,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
98,26,52,6.150090899,5.5,36,Kharif     ,"pigeonpeas,apple,coffee"
88,17,52,6.646962425,5.5,39,Kharif     ,"banana,mothbeans"
87,25,46,6.379690748,5.5,7,Kharif     ,"lentil,pomegranate,watermelon"
120,8,46,6.732834334,5,6,Kharif     ,"orange,papaye,coconut"
95,13,46,6.126019932,5.5,44,Kharif     ,"cotton,jute,coffee"
108,22,47,6.161123579,5.5,42,Kharif     ,"mothbeans,rice,muskmelon"
82,13,52,6.442810053,6.5,43,Kharif     ,"rice,muskmelon,mango"
120,23,55,6.732049075,5,44,Rabi       ,"maize,grapes,blackgram"
110,22,47,6.243673725,4,42,Rabi       ,chickpea
95,23,45,6.266208727,5.5,33,Rabi       ,"pigeonpeas,apple,coffee"
106,10,49,6.350623739,5.5,32,Rabi       ,"banana,mothbeans,mungbean"
99,12,52,6.002927293,6.5,35,Rabi       ,"lentil,pomegranate,watermelon"
106,20,51,6.342573112,4,31,Rabi       ,"orange,papaye,coconut"
83,11,53,6.163921248,6,30,Rabi       ,"cotton,jute,coffee"
117,19,55,6.121745389,5,25,Rabi       ,"mothbeans,rice,muskmelon"
98,26,49,6.130160473,5.5,27,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
113,20,48,6.440584681,5.5,28,Rabi       ,"pigeonpeas,apple,coffee"
101,17,47,6.185053234,5.5,31,Rabi       ,"banana,mothbeans,mungbean"
98,7,45,6.157724816,5.5,32,Rabi       ,"lentil,pomegranate,watermelon"
93,22,48,6.776987974,5.5,33,Rabi       ,"orange,papaye,coconut"
95,21,47,6.431970877,5.5,36,Rabi       ,"cotton,jute,coffee"
109,12,48,6.708743843,5.5,39,Whole Year ,"mothbeans,rice,muskmelon"
118,12,47,6.010739645,5.5,7,Whole Year ,"rice,muskmelon,mango"
100,14,49,6.365956658,5.5,6,Whole Year ,"maize,grapes,blackgram"
89,9,47,6.668382766,5.5,44,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
95,16,46,6.74669542,5,42,Kharif     ,"pigeonpeas,apple,coffee"
95,7,45,6.031665834,5.5,43,Kharif     ,"banana,mothbeans,mungbean"
87,6,45,6.40077205,5.5,44,Kharif     ,"lentil,pomegranate,watermelon"
93,20,50,6.448792689,6.5,42,Kharif     ,"orange,papaye,coconut"
84,29,49,6.251420275,5,33,Kharif     ,"cotton,jute,coffee"
111,5,47,6.274452811,4,32,Kharif     ,"mothbeans,rice,muskmelon"
111,5,52,6.135996372,5.5,35,Kharif     ,"rice,muskmelon,mango"
111,15,54,6.194090172,5.5,31,Kharif     ,"maize,grapes,blackgram"
89,11,47,6.327822962,6.5,30,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
110,15,48,6.212567211,4,25,Kharif     ,"pigeonpeas,apple,coffee"
95,30,52,6.640470863,6,27,Kharif     ,"banana,mothbeans,mungbean"
115,12,52,6.685553129,5,28,Kharif     ,"lentil,pomegranate,watermelon"
120,25,50,6.327210469,5.5,31,Kharif     ,"chickpea,kidneybeans"
102,11,45,6.35544263,5.5,32,Kharif     ,"pigeonpeas,apple,coffee"
94,5,55,6.085682344,5.5,33,Kharif     ,"banana,mothbeans,mungbean"
84,18,46,6.781050373,5.5,36,Kharif     ,"lentil,pomegranate,watermelon"
107,22,54,6.630301421,5.5,39,Kharif     ,"orange,papaye,coconut"
80,18,52,6.484799661,5.5,7,Kharif     ,"cotton,jute,coffee"
86,18,45,6.566759102,5.5,6,Kharif     ,"mothbeans,rice,muskmelon"
113,28,48,6.170520518,5.5,44,Kharif     ,"rice,muskmelon,mango"
115,18,53,6.012480351,5.5,42,Kharif     ,"maize,grapes,blackgram"
82,20,54,6.541150335,5.5,43,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
98,22,47,6.341400922,5,44,Rabi       ,"pigeonpeas,apple,coffee"
117,25,54,6.150686364,5.5,42,Rabi       ,"banana,mothbeans,mungbean"
83,15,49,6.438008153,5.5,33,Rabi       ,"lentil,pomegranate,watermelon"
120,16,51,6.547041903,6.5,32,Rabi       ,"orange,papaye,coconut"
111,5,50,6.399891457,5,35,Rabi       ,"cotton,jute,coffee"
85,21,47,6.186770318,4,31,Rabi       ,"mothbeans,rice,muskmelon"
90,23,54,6.159020864,5.5,30,Rabi       ,"rice,muskmelon,mango"
99,29,55,6.660954816,5.5,25,Rabi       ,"maize,grapes,blackgram"
102,11,47,6.504906979,6.5,27,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
80,18,51,6.706053225,4,28,Rabi       ,"pigeonpeas,apple,coffee"
87,21,52,6.067665498,6,31,Rabi       ,"banana,mothbeans,mungbean"
114,8,52,6.419083092,5,32,Rabi       ,"lentil,pomegranate,watermelon"
99,6,46,6.39637861,5.5,33,Rabi       ,"cotton,jute,coffee"
89,25,50,6.375923383,5.5,36,Rabi       ,"mothbeans,rice,muskmelon"
96,13,55,6.700337732,5.5,39,Rabi       ,"rice,muskmelon,mango"
82,26,47,6.565312653,5.5,7,Rabi       ,"maize,grapes,blackgram"
106,21,52,6.286515359,5.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
90,15,52,6.448061578,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
106,16,54,6.585872508,5.5,42,Whole Year ,"banana,mothbeans,mungbean"
24,128,196,5.521466996,5.5,43,Whole Year ,"lentil,pomegranate,watermelon"
7,144,197,6.133220586,5.5,44,Whole Year ,chickpea
14,128,205,6.226289556,5.5,42,Whole Year ,"pigeonpeas,apple,coffee"
8,120,201,6.321152192,5,33,Whole Year ,"banana,mothbeans,mungbean"
20,129,201,5.587905967,5.5,32,Whole Year ,lentil
32,137,204,5.824151693,5.5,35,Whole Year ,"orange,papaye"
27,139,205,5.772179946,6.5,31,Kharif     ,"cotton,jute,coffee"
0,123,205,5.790993052,5,30,Kharif     ,"mothbeans,rice,muskmelon"
22,144,196,6.499226821,4,25,Kharif     ,"rice,muskmelon,mango"
1,124,199,5.658473817,5.5,27,Kharif     ,"maize,grapes,blackgram"
30,122,197,5.573241391,5.5,28,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
29,121,196,6.079497202,6.5,31,Kharif     ,"pigeonpeas,apple,coffee"
13,126,204,6.383180271,4,32,Kharif     ,"banana,mothbeans,mungbean"
9,139,199,5.867420996,6,33,Kharif     ,"lentil,pomegranate,watermelon"
0,133,200,5.708418722,5,36,Kharif     ,"orange,papaye,coconut"
30,143,199,5.7983508,5.5,39,Kharif     ,"cotton,jute,coffee"
36,140,198,6.28188384,5.5,7,Kharif     ,"mothbeans,rice,muskmelon"
37,137,199,5.697945522,5.5,6,Kharif     ,"rice,muskmelon,mango"
33,121,203,5.605934087,5.5,44,Kharif     ,"maize,grapes,blackgram"
7,144,195,5.85648105,5.5,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
35,128,205,6.041053829,5.5,43,Kharif     ,"pigeonpeas,apple,coffee"
29,128,198,5.685062404,5.5,44,Kharif     ,"banana,mothbeans,mungbean"
2,143,196,5.669489065,5.5,42,Kharif     ,"cotton,jute,coffee"
34,140,198,5.751707342,5.5,33,Kharif     ,"mothbeans,rice,muskmelon"
29,144,204,5.800448951,5.5,32,Kharif     ,"rice,muskmelon,mango"
32,141,203,5.821347769,5,35,Rabi       ,"maize,grapes,blackgram"
13,144,197,6.28022267,5.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
25,143,198,6.027314401,5.5,30,Rabi       ,"pigeonpeas,apple,coffee"
9,137,200,5.636687393,6.5,25,Rabi       ,"banana,mothbeans,mungbean"
6,144,198,5.559363609,5,27,Rabi       ,"lentil,pomegranate,watermelon"
37,126,196,5.596449493,4,28,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
2,120,203,5.893492999,5.5,31,Rabi       ,"pigeonpeas,apple,coffee"
11,143,197,5.875718516,5.5,32,Rabi       ,"banana,mothbeans,mungbean"
10,141,201,6.386021424,6.5,33,Rabi       ,"lentil,pomegranate,watermelon"
24,142,202,5.710819862,4,36,Rabi       ,"orange,papaye,coconut"
23,138,195,5.795985716,6,39,Rabi       ,"cotton,jute,coffee"
18,125,204,6.046673619,5,7,Rabi       ,"mothbeans,rice,muskmelon"
13,121,196,6.443382913,5.5,6,Rabi       ,"rice,muskmelon,mango"
26,122,202,5.617227184,5.5,44,Rabi       ,"maize,grapes,blackgram"
28,123,202,6.442289294,5.5,42,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
26,121,201,6.162034371,5.5,43,Rabi       ,"pigeonpeas,apple,coffee"
21,137,196,5.812781806,5.5,44,Rabi       ,"banana,mothbeans,mungbean"
21,135,198,5.765015126,5.5,42,Rabi       ,"lentil,pomegranate,watermelon"
5,144,205,6.184922574,5.5,33,Whole Year ,"orange,papaye,coconut"
2,123,205,5.739652177,5.5,32,Whole Year ,"cotton,jute,coffee"
15,133,199,5.824778636,5.5,35,Whole Year ,"mothbeans,rice,muskmelon"
31,130,198,5.554823557,5.5,31,Whole Year ,"rice,muskmelon,mango"
25,143,200,6.024248787,5,30,Whole Year ,"maize,grapes,blackgram"
16,143,204,5.631333387,5.5,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
19,122,202,5.811975094,5.5,27,Whole Year ,"pigeonpeas,apple,coffee"
10,125,196,5.730557448,6.5,28,Whole Year ,"banana,mothbeans"
20,139,202,5.66999105,5,31,Kharif     ,"cotton,jute,coffee"
28,123,198,5.682751473,4,32,Kharif     ,"mothbeans,rice,muskmelon"
28,136,200,6.245858905,5.5,33,Kharif     ,"rice,muskmelon,mango"
2,131,199,6.017370134,5.5,36,Kharif     ,"maize,grapes,blackgram"
2,140,197,5.53456749,6.5,39,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
27,138,201,5.952367662,4,7,Kharif     ,"pigeonpeas,apple,coffee"
30,127,204,6.126436584,6,6,Kharif     ,"banana,mothbeans,mungbean"
32,145,203,6.406818518,5,44,Kharif     ,"lentil,pomegranate,watermelon"
29,139,205,6.155939453,5.5,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
26,126,195,5.878568981,5.5,43,Kharif     ,"pigeonpeas,apple,coffee"
40,136,202,5.935336308,5.5,44,Kharif     ,"banana,mothbeans,mungbean"
6,124,200,5.971332179,5.5,42,Kharif     ,"lentil,pomegranate,watermelon"
35,138,200,5.67130617,5.5,33,Kharif     ,"orange,papaye,coconut"
17,136,196,5.882155988,5.5,32,Kharif     ,"cotton,jute,coffee"
33,134,205,6.08551916,5.5,35,Kharif     ,"mothbeans,rice,muskmelon"
16,143,197,5.90402645,5.5,31,Kharif     ,"rice,muskmelon,mango"
27,120,200,6.110218826,5.5,30,Kharif     ,"maize,grapes,blackgram"
29,145,205,6.212302608,5.5,25,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
3,141,197,6.142803397,5,27,Kharif     ,"pigeonpeas,apple,coffee"
15,123,204,6.365972688,5.5,28,Rabi       ,"banana,mothbeans"
5,136,195,6.264202804,5.5,31,Rabi       ,"lentil,pomegranate,watermelon"
10,136,204,6.276198595,6.5,32,Rabi       ,"orange,papaye,coconut"
7,141,195,5.514253142,5,33,Rabi       ,"cotton,jute,coffee"
2,129,201,5.682343744,4,36,Rabi       ,"mothbeans,rice,muskmelon"
29,138,197,5.830892252,5.5,39,Rabi       ,"rice,muskmelon,mango"
30,137,200,5.603413172,5.5,7,Rabi       ,"maize,grapes,blackgram"
29,132,204,6.0967531,6.5,6,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
14,139,197,6.056529526,4,44,Rabi       ,"pigeonpeas,apple,coffee"
18,125,203,6.160267496,6,42,Rabi       ,"banana,mothbeans,mungbean"
33,143,204,5.814434775,5,43,Rabi       ,"cotton,jute,coffee"
40,144,196,5.987262638,5.5,44,Rabi       ,"mothbeans,rice,muskmelon"
9,143,197,5.570020684,5.5,42,Rabi       ,"rice,muskmelon,mango"
38,135,203,5.965551311,5.5,33,Rabi       ,"maize,grapes,blackgram"
28,130,196,6.062356467,5.5,32,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
35,142,203,5.895319002,5.5,35,Rabi       ,"pigeonpeas,apple,coffee"
12,129,205,6.119432215,5.5,31,Whole Year ,"banana,mothbeans,mungbean"
1,135,203,5.624203283,5.5,30,Whole Year ,"lentil,pomegranate"
0,145,205,5.52078314,5.5,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
31,121,201,5.731535258,5.5,27,Whole Year ,"pigeonpeas,apple,coffee"
35,131,203,5.893490899,5.5,28,Whole Year ,"banana,mothbeans,mungbean"
29,140,195,5.560521058,5,31,Whole Year ,"lentil,pomegranate,watermelon"
33,138,198,6.222390798,5.5,32,Whole Year ,"orange,papaye"
14,140,197,6.071255131,5.5,33,Whole Year ,"cotton,jute,coffee"
35,145,195,6.231950009,6.5,36,Whole Year ,"mothbeans,rice,muskmelon"
40,120,197,5.889480679,5,39,Whole Year ,"rice,muskmelon,mango"
25,132,198,5.732757516,4,7,Whole Year ,"maize,grapes,blackgram"
31,137,196,6.400321212,5.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
36,144,196,6.496934492,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
10,140,197,6.229498836,6.5,42,Whole Year ,"banana,mothbeans,mungbean"
22,30,12,6.354006744,4,43,Whole Year ,"lentil,pomegranate,watermelon"
37,6,13,7.511755068,6,44,Whole Year ,"orange,papaye,coconut"
27,13,6,7.335158382,5,42,Whole Year ,"cotton,jute,coffee"
7,16,9,7.813916603,5.5,33,Whole Year ,"mothbeans,rice,muskmelon"
20,7,9,7.129136941,5.5,32,Whole Year ,"rice,muskmelon,mango"
26,27,10,6.079998496,5.5,35,Whole Year ,"maize,grapes,blackgram"
5,23,15,7.408939392,5.5,31,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
0,18,14,7.207991261,5.5,30,Whole Year ,pigeonpeas
39,24,14,7.189259647,5.5,25,Kharif     ,"banana,mothbeans,mungbean"
13,23,6,7.365338111,5.5,27,Kharif     ,maize
21,17,15,7.455991072,5.5,28,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
33,12,8,6.822282114,5.5,31,Kharif     ,"pigeonpeas,apple,coffee"
6,9,12,7.028746406,5.5,32,Kharif     ,"banana,mothbeans,mungbean"
19,7,10,6.118430299,5,33,Kharif     ,"lentil,pomegranate,watermelon"
24,18,6,6.285312759,5.5,36,Kharif     ,"orange,papaye,coconut"
9,11,8,6.559236744,5.5,39,Kharif     ,"cotton,jute,coffee"
31,8,7,7.163245982,6.5,7,Kharif     ,"mothbeans,rice,muskmelon"
22,17,5,6.945562889,5,6,Kharif     ,"rice,muskmelon,mango"
13,5,8,7.474710503,4,44,Kharif     ,"maize,grapes,blackgram"
16,8,9,7.601189843,5.5,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
4,13,6,7.561143224,5.5,43,Kharif     ,"pigeonpeas,apple,coffee"
0,25,14,6.361671475,6.5,44,Kharif     ,"banana,mothbeans,mungbean"
8,7,10,6.929216014,4,42,Kharif     ,"cotton,jute,coffee"
4,23,5,7.477935216,6,33,Kharif     ,"mothbeans,rice,muskmelon"
33,14,8,7.684420446,5,32,Kharif     ,"rice,muskmelon,mango"
30,7,15,7.825531916,5.5,35,Kharif     ,"maize,grapes,blackgram"
21,29,12,6.438668989,5.5,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
11,14,5,6.946354724,5.5,30,Kharif     ,"pigeonpeas,apple,coffee"
9,8,15,7.994465371,5.5,25,Rabi       ,"banana,mothbeans,mungbean"
5,18,14,7.434118807,5.5,27,Rabi       ,"lentil,pomegranate,watermelon"
29,25,14,7.781988584,5.5,28,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
33,12,15,6.052318465,5.5,31,Rabi       ,"pigeonpeas,apple,coffee"
8,16,6,7.106650373,5.5,32,Rabi       ,"banana,mothbeans,mungbean"
15,14,8,6.22094286,5.5,33,Rabi       ,"lentil,pomegranate,watermelon"
16,7,8,6.420457311,5.5,36,Rabi       ,"orange,papaye,coconut"
0,12,7,6.969249676,5,39,Rabi       ,"cotton,jute,coffee"
5,25,6,6.011302181,5.5,7,Rabi       ,"mothbeans,rice,muskmelon"
6,8,11,6.600948788,5.5,6,Rabi       ,"rice,muskmelon,mango"
10,5,5,7.817846496,6.5,44,Rabi       ,"maize,grapes,blackgram"
1,17,6,6.8198271,5,42,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
1,30,10,7.291405641,4,43,Rabi       ,"pigeonpeas,apple,coffee"
0,23,15,7.598729065,5.5,44,Rabi       ,"banana,mothbeans,mungbean"
24,27,9,6.157135092,5.5,42,Rabi       ,"lentil,pomegranate,watermelon"
36,11,13,7.1917274,6.5,33,Rabi       ,"orange,papaye,coconut"
40,21,8,7.418761774,4,32,Whole Year ,"cotton,jute,coffee"
40,22,6,6.488221135,6,35,Whole Year ,"mothbeans,rice,muskmelon"
32,18,13,6.044167236,5,31,Whole Year ,"rice,muskmelon,mango"
9,10,10,6.010391864,5.5,30,Whole Year ,"maize,grapes,blackgram"
13,16,8,6.949838549,5.5,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
15,9,11,7.907956251,5.5,27,Whole Year ,"pigeonpeas,apple,coffee"
29,11,5,7.639788459,5.5,28,Whole Year ,"banana,mothbeans,mungbean"
1,15,9,7.53350946,5.5,31,Whole Year ,"cotton,jute,coffee"
18,5,11,6.251586885,5.5,32,Whole Year ,"mothbeans,rice,muskmelon"
14,22,9,6.543191814,5.5,33,Whole Year ,"rice,muskmelon,mango"
33,15,7,7.651225301,5.5,36,Whole Year ,"maize,grapes,blackgram"
4,6,7,6.708889665,5.5,39,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
17,16,14,6.625538653,5.5,7,Whole Year ,"pigeonpeas,apple,coffee"
12,20,10,6.528354932,5,6,Whole Year ,"banana,mothbeans,mungbean"
34,29,8,6.450640306,5.5,44,Whole Year ,"lentil,pomegranate,watermelon"
39,28,10,7.181907673,5.5,42,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
31,25,12,7.016482298,6.5,43,Whole Year ,"pigeonpeas,apple,coffee"
12,6,8,6.388617138,5,44,Whole Year ,"banana,mothbeans,mungbean"
12,29,13,7.57125447,4,42,Whole Year ,"lentil,pomegranate,watermelon"
26,11,11,7.609348255,5.5,33,Kharif     ,"orange,papaye,coconut"
19,24,15,7.137136973,5.5,32,Kharif     ,"cotton,jute,coffee"
39,21,9,6.354022554,6.5,35,Kharif     ,"mothbeans,rice,muskmelon"
16,29,13,6.196907944,4,31,Kharif     ,"rice,muskmelon,mango"
36,29,13,7.829507245,6,30,Kharif     ,"maize,grapes,blackgram"
37,23,12,6.395258356,5,25,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
39,9,15,7.992041984,5.5,27,Kharif     ,"pigeonpeas,apple,coffee"
31,5,14,6.583411671,5.5,28,Kharif     ,"banana,mothbeans,mungbean"
18,12,8,6.206053072,5.5,31,Kharif     ,"lentil,pomegranate,watermelon"
20,20,10,6.976997772,5.5,32,Kharif     ,"orange,papaye,coconut"
5,8,5,6.562594972,5.5,33,Kharif     ,"cotton,jute,coffee"
20,8,12,7.260416405,5.5,36,Kharif     ,"mothbeans,rice,muskmelon"
25,21,11,6.460044778,5.5,39,Kharif     ,"rice,muskmelon,mango"
14,19,14,6.699164936,5.5,7,Kharif     ,"maize,grapes,blackgram"
37,18,12,7.401121811,5.5,6,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
26,15,6,6.912033409,5.5,44,Kharif     ,"pigeonpeas,apple,coffee"
13,22,5,7.764040111,5,42,Kharif     ,"banana,mothbeans"
32,25,9,7.796034006,5.5,43,Kharif     ,"cotton,jute,coffee"
19,7,9,6.969883483,5.5,44,Rabi       ,"mothbeans,rice,muskmelon"
28,7,9,6.730757538,6.5,42,Rabi       ,"rice,muskmelon,mango"
24,30,11,6.601395755,5,33,Rabi       ,"maize,grapes,blackgram"
7,17,10,6.465913274,4,32,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
18,23,8,6.41354791,5.5,35,Rabi       ,"pigeonpeas,apple,coffee"
7,20,12,6.475275337,5.5,31,Rabi       ,"banana,mothbeans,mungbean"
20,23,11,6.407715561,6.5,30,Rabi       ,"lentil,pomegranate,watermelon"
18,14,11,6.550814117,4,25,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
34,11,10,7.36220835,6,27,Rabi       ,"pigeonpeas,apple,coffee"
20,29,10,7.36549204,5,28,Rabi       ,"banana,mothbeans,mungbean"
37,24,13,7.8546243,5.5,31,Rabi       ,"lentil,pomegranate,watermelon"
12,8,10,7.995848977,5.5,32,Rabi       ,"orange,papaye,coconut"
34,10,14,6.725600855,5.5,33,Rabi       ,"cotton,jute,coffee"
6,13,9,7.786725333,5.5,36,Rabi       ,"mothbeans,rice,muskmelon"
27,30,5,7.656978112,5.5,39,Rabi       ,"rice,muskmelon,mango"
13,8,12,7.105904818,5.5,7,Rabi       ,"maize,grapes"
6,7,7,7.199106204,5.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
40,17,15,7.871063004,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
31,26,9,7.566165721,5.5,42,Whole Year ,"banana,mothbeans,mungbean"
61,68,50,6.793245417,5.5,43,Whole Year ,"lentil,pomegranate,watermelon"
58,46,45,6.576261427,5,44,Whole Year ,"orange,papaye,coconut"
45,47,55,6.751452932,5.5,42,Whole Year ,"cotton,jute,coffee"
39,65,53,6.560743093,5.5,33,Whole Year ,"mothbeans,rice,muskmelon"
31,68,45,6.938313356,6.5,32,Whole Year ,"rice,muskmelon,mango"
70,68,45,6.991626158,5,35,Kharif     ,"maize,grapes,blackgram"
68,62,50,6.977700268,4,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
34,65,47,6.833768535,5.5,30,Kharif     ,"pigeonpeas,apple,coffee"
38,68,54,6.739170045,5.5,25,Kharif     ,"banana,mothbeans,mungbean"
69,64,47,6.993473247,6.5,27,Kharif     ,"rice,muskmelon,mango"
58,51,47,6.757470637,4,28,Kharif     ,"maize,grapes,blackgram"
59,47,53,6.850663232,6,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
44,64,54,6.74274935,5,32,Kharif     ,"pigeonpeas,apple,coffee"
56,57,48,6.506120752,5.5,33,Kharif     ,"banana,mothbeans,mungbean"
69,60,54,6.98992719,5.5,36,Kharif     ,"lentil,pomegranate,watermelon"
56,58,49,6.69215564,5.5,39,Kharif     ,"orange,papaye,coconut"
49,55,53,6.544029776,5.5,7,Kharif     ,"cotton,jute,coffee"
38,51,52,6.927803911,5.5,6,Kharif     ,"mothbeans,rice,muskmelon"
54,65,47,6.721835879,5.5,44,Kharif     ,"rice,muskmelon,mango"
57,57,51,6.99223441,5.5,42,Kharif     ,"maize,grapes,blackgram"
39,52,53,6.704204398,5.5,43,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
58,67,45,6.702424548,5.5,44,Kharif     ,"pigeonpeas,apple,coffee"
61,64,52,6.641098708,5.5,42,Rabi       ,"banana,mothbeans"
34,62,55,6.585346229,5,33,Rabi       ,"lentil,pomegranate,watermelon"
31,48,45,6.563134737,5.5,32,Rabi       ,"orange,papaye,coconut"
